Name,Score,Polarity
SHAK,0.566666667,Positive
SHC,0.506321839,Positive
SHCR,0.548876404,Positive
SHEL,0.536486486,Positive
SHEN,0.478571429,Negative
SHG,0.492105263,Negative
SHIP,0.52254902,Positive
SHLS,0.538888889,Positive
SHO,0.530681818,Positive
SHOO,0.471705426,Negative
SHOP,0.551041667,Positive
SHW,0.478282828,Negative
SHYF,0.55952381,Positive
SI,0.460344828,Negative
SIBN,0.503403141,Positive
SID,0.496590909,Negative
SIDU,0.512222222,Positive
SIEN,0.498484848,Negative
SIFY,0.551734104,Positive
SIG,0.597115385,Positive
SIGA,0.570792079,Positive
SIGI,0.294171779,Negative
SII,0.598863636,Positive
SILC,0.514516129,Positive
SILK,0.52804878,Positive
SIRI,0.535057471,Positive
SITC,0.531987578,Positive
SITE,0.428947368,Negative
SITM,0.535416667,Positive
SIVB,0.473899371,Negative
SIX,0.556735751,Positive
SJI,0.575465839,Positive
SJM,0.56875,Positive
SJW,0.529194631,Positive
SKIL,0.563978495,Positive
SKIN,0.518292683,Positive
SKLZ,0.521794872,Positive
SKM,0.583774834,Positive
SKT,0.525706215,Positive
SKX,0.519565217,Positive
SKYT,0.493434343,Negative
SKYW,0.479787234,Negative
SLAB,0.545833333,Positive
SLB,0.566167665,Positive
SLCA,0.518544601,Positive
SLDB,0.585064935,Positive
SLDP,0.558602151,Positive
SLF,0.531081081,Positive
SLG,0.4875,Negative
SLGC,0.566666667,Positive
SLGG,0.559547739,Positive
SLGN,0.520588235,Positive
SLHG,0.453030303,Negative
SLM,0.473170732,Negative
SLN,0.5015625,Positive
SLNG,0.55960452,Positive
SLP,0.539502762,Positive
SLQT,0.541089109,Positive
SLRC,0.46547619,Negative
SLRX,0.392857143,Negative
SLVM,0.510103627,Positive
SMAR,0.535245902,Positive
SMBC,0.505421687,Positive
SMBK,0.567431193,Positive
SMCI,0.554109589,Positive
SMED,0.480508475,Negative
SMFR,0.510606061,Positive
SMLP,0.540804598,Positive
SMLR,0.498780488,Negative
SMMT,0.474561404,Negative
SMP,0.502941176,Positive
SMPL,0.526404494,Positive
SMR,0.526190476,Positive
SMRT,0.551098901,Positive
SMSI,0.47183908,Negative
SMTC,0.507954545,Positive
SMTI,0.466216216,Negative
SMWB,0.547142857,Positive
SNA,0.479015544,Negative
SNAP,0.57920354,Positive
SNAX,0.525621891,Positive
SNBR,0.480917874,Negative
SNCE,0.507142857,Positive
SNCR,0.551960784,Positive
SNCY,0.492105263,Negative
SND,0.460650888,Negative
SNDA,0.572651934,Positive
SNDL,0.527005348,Positive
SNDR,0.548395722,Positive
SNDX,0.554040404,Positive
SNES,0.469875776,Negative
SNEX,0.567582418,Positive
SNN,0.495714286,Negative
SNOW,0.553030303,Positive
SNPO,0.538888889,Positive
SNT,0.503535354,Positive
SNV,0.541089109,Positive
SNX,0.561764706,Positive
SNY,0.512068966,Positive
SO,0.549280576,Positive
SOFI,0.535869565,Positive
SOHO,0.484196891,Negative
SOHU,0.463253012,Negative
SOI,0.556593407,Positive
SOL,0.519281046,Positive
SOLO,0.512944162,Positive
SON,0.453030303,Negative
SOND,0.474884793,Negative
SONX,0.477586207,Negative
SONY,0.530239521,Positive
SOPH,0.497826087,Negative
SOR,0.407062147,Negative
SOUN,0.543617021,Positive
SOVO,0.497826087,Negative
SP,0.51440678,Positive
SPCB,0.502941176,Positive
SPCE,0.56875,Positive
SPFI,0.525555556,Positive
SPG,0.470987654,Negative
SPH,0.509296482,Positive
SPI,0.463333333,Negative
SPLK,0.555472637,Positive
SPNE,0.520967742,Positive
SPNS,0.595652174,Positive
SPOK,0.489160839,Negative
SPOT,0.512745098,Positive
SPPI,0.564634146,Positive
SPR,0.454597701,Negative
SPRO,0.483333333,Negative
SPSC,0.58220339,Positive
SPT,0.553954802,Positive
SPTN,0.532352941,Positive
SPWH,0.541566265,Positive
SPWR,0.546039604,Positive
SPXC,0.577374302,Positive
SQM,0.50443038,Positive
SQNS,0.471428571,Negative
SQSP,0.598598131,Positive
SR,0.576966292,Positive
SRAD,0.586781609,Positive
SRC,0.505555556,Positive
SRCL,0.393718593,Negative
SRE,0.581578947,Positive
SRGA,0.452631579,Negative
SRI,0.577272727,Positive
SRLP,0.466831683,Negative
SRPT,0.53125,Positive
SRT,0.523684211,Positive
SRTS,0.515853659,Positive
SRZN,0.308064516,Negative
SSAA,0.403012048,Negative
SSB,0.495070423,Negative
SSKN,0.515921788,Positive
SSNC,0.530434783,Positive
SSP,0.534146341,Positive
SSRM,0.545953757,Positive
SSSS,0.521657754,Positive
SST,0.478729282,Negative
SSTI,0.482432432,Negative
SSU,0.420491803,Negative
SSYS,0.558108108,Positive
ST,0.543401015,Positive
STAA,0.518613139,Positive
STAG,0.513354037,Positive
STAR,0.507142857,Positive
STBA,0.533838384,Positive
STC,0.499765258,Negative
STEL,0.504460094,Positive
STEM,0.469354839,Negative
STEP,0.551840491,Positive
STER,0.553743316,Positive
STG,0.534615385,Positive
STGW,0.5125,Positive
STIM,0.536597938,Positive
STKL,0.539534884,Positive
STKS,0.550662252,Positive
STLA,0.542307692,Positive
STLD,0.544230769,Positive
STM,0.527934272,Positive
STN,0.570212766,Positive
STNE,0.598113208,Positive
STNG,0.436585366,Negative
STON,0.473863636,Negative
STOR,0.473529412,Negative
STR,0.496153846,Negative
STRA,0.452139037,Negative
STRC,0.495303867,Negative
STRL,0.517346939,Positive
STRM,0.545705521,Positive
STRN,0.546341463,Positive
STRR,0.486538462,Negative
STRS,0.463953488,Negative
STRY,0.535542169,Positive
STT,0.533435583,Positive
STTK,0.430821918,Negative
STVN,0.578571429,Positive
STWD,0.381578947,Negative
STX,0.443103448,Negative
STZ,0.529310345,Positive
SU,0.552173913,Positive
SUM,0.525739645,Positive
SUMO,0.523873874,Positive
SUNL,0.481775701,Negative
SUNW,0.499315068,Negative
SUP,0.467567568,Negative
SUPN,0.528787879,Positive
SUPV,0.379281768,Negative
SURG,0.438571429,Negative
SVC,0.525739645,Positive
SWAG,0.546341463,Positive
SWAV,0.518571429,Positive
SWBI,0.350598802,Negative
SWI,0.5375,Positive
SWIM,0.448657718,Negative
SWIR,0.466666667,Negative
SWK,0.531188119,Positive
SWKH,0.551639344,Positive
SWKS,0.50786802,Positive
SWM,0.549563319,Positive
SWN,0.544179894,Positive
SWX,0.533977901,Positive
SXC,0.518263473,Positive
SXI,0.590217391,Positive
SXT,0.564438503,Positive
SY,0.510335196,Positive
SYBX,0.505345912,Positive
SYF,0.495714286,Negative
SYNA,0.51440678,Positive
SYNH,0.572680412,Positive
SYNL,0.526404494,Positive
SYPR,0.437564767,Negative
SYRS,0.451282051,Negative
SYTA,0.549497487,Positive
T,0.556077348,Positive
TA,0.504166667,Positive
TAC,0.579487179,Positive
TACT,0.447619048,Negative
TAK,0.549038462,Positive
TAL,0.494594595,Negative
TALK,0.552061856,Positive
TALO,0.531355932,Positive
TAP,0.536597938,Positive
TASK,0.541304348,Positive
TAST,0.528453039,Positive
TBBK,0.503107345,Positive
TBI,0.506353591,Positive
TBIO,0.470895522,Negative
TBK,0.462903226,Negative
TBLA,0.505555556,Positive
TBLT,0.535542169,Positive
TBPH,0.534615385,Positive
TCBI,0.505,Positive
TCDA,0.478571429,Negative
TCMD,0.547142857,Positive
TCOM,0.541509434,Positive
TCON,0.436666667,Negative
TCPC,0.489378238,Negative
TCRT,0.471428571,Negative
TCX,0.418292683,Negative
TD,0.528378378,Positive
TDC,0.564438503,Positive
TDCX,0.510962567,Positive
TDG,0.46122449,Negative
TDOC,0.531081081,Positive
TDS,0.52254902,Positive
TDUP,0.530597015,Positive
TDW,0.47962963,Negative
TDY,0.445180723,Negative
TEAM,0.547590361,Positive
TECH,0.51163522,Positive
TECK,0.502112676,Positive
TEDU,0.465789474,Negative
TEF,0.515979381,Positive
TELA,0.555405405,Positive
TENB,0.528504673,Positive
TEO,0.365277778,Negative
TER,0.492767296,Negative
TESS,0.500961538,Positive
TEVA,0.481168831,Negative
TFFP,0.47208589,Negative
TFII,0.490206186,Negative
TFIN,0.462903226,Negative
TFPM,0.542215569,Positive
TGAN,0.504271357,Positive
TGH,0.527005348,Positive
TGI,0.550621118,Positive
TGLS,0.473529412,Negative
TGT,0.562621359,Positive
TGTX,0.560891089,Positive
TH,0.554761905,Positive
THC,0.549470899,Positive
THG,0.428801843,Negative
THMO,0.52826087,Positive
THR,0.497058824,Negative
THRM,0.574170616,Positive
THRN,0.503107345,Positive
THRY,0.515168539,Positive
THS,0.506382979,Positive
THTX,0.547849462,Positive
TIG,0.415517241,Negative
TIGO,0.493137255,Negative
TIGR,0.545424837,Positive
TILE,0.500515464,Positive
TIMB,0.524213836,Positive
TIPT,0.588461538,Positive
TITN,0.551098901,Positive
TJX,0.551162791,Positive
TK,0.52826087,Positive
TKC,0.498837209,Negative
TKLF,0.557514451,Positive
TKNO,0.46097561,Negative
TKR,0.551477833,Positive
TLF,0.396341463,Negative
TLIS,0.454878049,Negative
TLS,0.477225131,Negative
TLYS,0.445275591,Negative
TM,0.427777778,Negative
TMC,0.518421053,Positive
TMCI,0.563513514,Positive
TMDI,0.60049505,Positive
TMDX,0.4625,Negative
TME,0.548550725,Positive
TMO,0.568478261,Positive
TMST,0.502040816,Positive
TMUS,0.542682927,Positive
TMX,0.559090909,Positive
TNC,0.440322581,Negative
TNDM,0.512068966,Positive
TNET,0.53700565,Positive
TNK,0.38943662,Negative
TNL,0.555027933,Positive
TNP,0.479896907,Negative
TOI,0.499056604,Negative
TOMZ,0.510696517,Positive
TOST,0.561504425,Positive
TOUR,0.523239437,Positive
TPB,0.469875776,Negative
TPC,0.380769231,Negative
TPG,0.56954023,Positive
TPH,0.515,Positive
TPIC,0.522727273,Positive
TPL,0.55776699,Positive
TPR,0.569354839,Positive
TPVG,0.486065574,Negative
TPX,0.528378378,Positive
TREC,0.439855072,Negative
TREE,0.551041667,Positive
TRGP,0.585672515,Positive
TRHC,0.520786517,Positive
TRIB,0.480508475,Negative
TRIN,0.496534653,Negative
TRIP,0.5875,Positive
TRMB,0.404491018,Negative
TRMD,0.481325301,Negative
TRMK,0.501190476,Positive
TRMR,0.562790698,Positive
TRNS,0.540995261,Positive
TRP,0.507142857,Positive
TRQ,0.573076923,Positive
TRS,0.500299401,Positive
TRST,0.497953216,Negative
TRTN,0.482369942,Negative
TRTX,0.536699507,Positive
TRU,0.535714286,Positive
TRUE,0.598571429,Positive
TRUP,0.507142857,Positive
TRV,0.441044776,Negative
TRVG,0.532352941,Positive
TRVI,0.419230769,Negative
TRVN,0.517549669,Positive
TS,0.540322581,Positive
TSAT,0.508024691,Positive
TSCO,0.523563218,Positive
TSE,0.451204819,Negative
TSHA,0.54375,Positive
TSLA,0.518778281,Positive
TSLX,0.492105263,Negative
TSM,0.522222222,Positive
TSN,0.577374302,Positive
TSP,0.557407407,Positive
TSQ,0.545,Positive
TT,0.586170213,Positive
TTC,0.525706215,Positive
TTCF,0.481460674,Negative
TTD,0.515921788,Positive
TTE,0.459248555,Negative
TTEC,0.532352941,Positive
TTEK,0.561949686,Positive
TTGT,0.588202247,Positive
TTI,0.549441341,Positive
TTM,0.512068966,Positive
TTMI,0.51163522,Positive
TTOO,0.462080537,Negative
TTSH,0.515,Positive
TTWO,0.511878453,Positive
TU,0.598598131,Positive
TUEM,0.526623377,Positive
TUP,0.460810811,Negative
TURN,0.380569948,Negative
TUSK,0.498101266,Negative
TUYA,0.489572193,Negative
TV,0.562087912,Positive
TVE,0.477956989,Negative
TVTX,0.543258427,Positive
TW,0.595701357,Positive
TWI,0.52434555,Positive
TWIN,0.490764331,Negative
TWKS,0.52,Positive
TWLO,0.562568306,Positive
TWNK,0.541625616,Positive
TWO,0.429220779,Negative
TWOU,0.573076923,Positive
TX,0.473529412,Negative
TXG,0.535542169,Positive
TXMD,0.463253012,Negative
TXN,0.491772152,Negative
TXRH,0.530681818,Positive
TXT,0.496153846,Negative
TYL,0.523417722,Positive
TYME,0.27745098,Negative
TZOO,0.491463415,Negative
U,0.546039604,Positive
UAA,0.507142857,Positive
UAL,0.477586207,Negative
UCBI,0.517924528,Positive
UCL,0.55070922,Positive
UCTT,0.44245283,Negative
UDMY,0.522222222,Positive
UDR,0.48919598,Negative
UE,0.510335196,Positive
UEIC,0.435310734,Negative
UEPS,0.539447236,Positive
UFCS,0.43807947,Negative
UFI,0.474242424,Negative
UFPI,0.512660944,Positive
UGI,0.543401015,Positive
UGP,0.481081081,Negative
UGRO,0.521921182,Positive
UHAL,0.458139535,Negative
UIHC,0.198913043,Negative
UIS,0.501428571,Positive
UL,0.505072464,Positive
ULBI,0.489779006,Negative
ULCC,0.498101266,Negative
ULH,0.554761905,Positive
ULTA,0.555829596,Positive
UMBF,0.521621622,Positive
UMC,0.505614973,Positive
UMH,0.494311377,Negative
UMPQ,0.54673913,Positive
UNF,0.520967742,Positive
UNFI,0.565730337,Positive
UNH,0.583333333,Positive
UNIT,0.538235294,Positive
UNM,0.536699507,Positive
UNP,0.519047619,Positive
UNVR,0.534146341,Positive
UONE,0.388636364,Negative
UONEK,0.475,Negative
UP,0.497826087,Negative
UPLD,0.525,Positive
UPST,0.46871345,Negative
UPWK,0.560377358,Positive
UPXI,0.541719745,Positive
URBN,0.501528384,Positive
URGN,0.557284768,Positive
URI,0.561458333,Positive
USAC,0.474675325,Negative
USAK,0.465642458,Negative
USAP,0.429220779,Negative
USB,0.534422111,Positive
USEA,0.548734177,Positive
USEG,0.530239521,Positive
USER,0.523015873,Positive
USFD,0.581174089,Positive
USIO,0.563265306,Positive
USNA,0.429874214,Negative
USPH,0.516666667,Positive
USWS,0.498275862,Negative
USX,0.523563218,Positive
UTHR,0.595783133,Positive
UTI,0.535057471,Positive
UTL,0.543719807,Positive
UTRS,0.367391304,Negative
UTZ,0.553743316,Positive
UVSP,0.56875,Positive
UXIN,0.537218045,Positive
V,0.562568306,Positive
VAC,0.511445783,Positive
VAL,0.522727273,Positive
VALN,0.52037037,Positive
VAPO,0.433018868,Negative
VBLT,0.411538462,Negative
VBNK,0.50786802,Positive
VBTX,0.470224719,Negative
VC,0.455263158,Negative
VCEL,0.563793103,Positive
VCSA,0.436127168,Negative
VCTR,0.566167665,Positive
VCYT,0.512857143,Positive
VEC,0.580379747,Positive
VECO,0.525,Positive
VEDL,0.489416058,Negative
VEEE,0.462030075,Negative
VEEV,0.519565217,Positive
VEL,0.528172589,Positive
VEON,0.468181818,Negative
VERB,0.531656805,Positive
VERI,0.535714286,Positive
VERO,0.40862069,Negative
VERX,0.577184466,Positive
VEV,0.451587302,Negative
VFC,0.553381643,Positive
VFF,0.527777778,Positive
VGR,0.550497512,Positive
VIA,0.410233918,Negative
VIAO,0.469672131,Negative
VIAV,0.487349398,Negative
VICI,0.537254902,Positive
VICR,0.510759494,Positive
VIEW,0.500746269,Positive
VINP,0.585251799,Positive
VIOT,0.465789474,Negative
VIPS,0.513013699,Positive
VIRI,0.497457627,Negative
VIRT,0.49939759,Negative
VISL,0.578176796,Positive
VIST,0.554761905,Positive
VITL,0.538888889,Positive
VIVE,0.55,Positive
VIVO,0.502564103,Positive
VJET,0.411904762,Negative
VKTX,0.523563218,Positive
VLD,0.481578947,Negative
VLDR,0.485978836,Negative
VLRS,0.53,Positive
VLTA,0.51163522,Positive
VLY,0.517088608,Positive
VMC,0.547058824,Positive
VMD,0.557834101,Positive
VMEO,0.578571429,Positive
VMI,0.536075949,Positive
VMW,0.599438202,Positive
VNCE,0.486879433,Negative
VNDA,0.359677419,Negative
VNET,0.518421053,Positive
VNO,0.494827586,Negative
VNOM,0.545,Positive
VNT,0.573766816,Positive
VNTR,0.412820513,Negative
VOD,0.573076923,Positive
VORB,0.572580645,Positive
VOXX,0.47122905,Negative
VOYA,0.553614458,Positive
VPG,0.474858757,Negative
VQS,0.455970149,Negative
VRA,0.474742268,Negative
VRAR,0.512318841,Positive
VRAY,0.457486631,Negative
VRDN,0.548089172,Positive
VRE,0.514197531,Positive
VREX,0.459782609,Negative
VRM,0.492105263,Negative
VRME,0.568478261,Positive
VRNA,0.547590361,Positive
VRNS,0.501648352,Positive
VRNT,0.573076923,Positive
VRRM,0.521621622,Positive
VRSK,0.523303167,Positive
VRSN,0.51,Positive
VRT,0.522222222,Positive
VRTS,0.550552486,Positive
VRTV,0.523493976,Positive
VRTX,0.420053476,Negative
VSAT,0.493971631,Negative
VSEC,0.571348315,Positive
VSH,0.460810811,Negative
VST,0.546341463,Positive
VSTA,0.52283237,Positive
VSTO,0.542215569,Positive
VTEX,0.527828054,Positive
VTGN,0.406906077,Negative
VTNR,0.424834437,Negative
VTOL,0.546341463,Positive
VTR,0.511111111,Positive
VTRS,0.549470899,Positive
VTRU,0.52755102,Positive
VTSI,0.537254902,Positive
VTYX,0.394444444,Negative
VUZI,0.547727273,Positive
VVI,0.576315789,Positive
VVNT,0.577659574,Positive
VVOS,0.464606742,Negative
VVV,0.597674419,Positive
VVX,0.573469388,Positive
VWE,0.510606061,Positive
VXRT,0.534848485,Positive
VYGR,0.567241379,Positive
VYNT,0.545104895,Positive
VZIO,0.579824561,Positive
W,0.502941176,Positive
WAB,0.530208333,Positive
WAL,0.474120603,Negative
WASH,0.519565217,Positive
WAT,0.560994764,Positive
WATT,0.572580645,Positive
WAVE,0.596808511,Positive
WB,0.578057554,Positive
WBA,0.508585859,Positive
WBD,0.541089109,Positive
WBK,0.47183908,Negative
WBS,0.532051282,Positive
WBX,0.490909091,Negative
WCC,0.517346939,Positive
WCN,0.448561151,Negative
WD,0.495303867,Negative
WDAY,0.579515419,Positive
WDC,0.490490798,Negative
WDFC,0.460526316,Negative
WDH,0.570634921,Positive
WDS,0.528787879,Positive
WE,0.522340426,Positive
WEAV,0.498484848,Negative
WEBR,0.458290155,Negative
WEC,0.547727273,Positive
WEJO,0.56160221,Positive
WEN,0.554761905,Positive
WERN,0.535057471,Positive
WES,0.427777778,Negative
WEST,0.513354037,Positive
WETF,0.557407407,Positive
WEX,0.560447761,Positive
WEYS,0.457453416,Negative
WF,0.546969697,Positive
WFC,0.478125,Negative
WFCF,0.574137931,Positive
WFG,0.483333333,Negative
WFRD,0.561894273,Positive
WGS,0.526811594,Positive
WH,0.555063291,Positive
WHD,0.461518325,Negative
WHF,0.435276074,Negative
WHG,0.489285714,Negative
WHR,0.393421053,Negative
WING,0.597089947,Positive
WIRE,0.517549669,Positive
WISA,0.508064516,Positive
WISH,0.494221106,Negative
WIT,0.550826446,Positive
WIX,0.533333333,Positive
WK,0.540052356,Positive
WKHS,0.504304636,Positive
WKME,0.53125,Positive
WLDN,0.505555556,Positive
WLK,0.458641975,Negative
WLY,0.549082569,Positive
WM,0.541304348,Positive
WMB,0.572705314,Positive
WMC,0.512433862,Positive
WMG,0.56959799,Positive
WNC,0.594444444,Positive
WOLF,0.539502762,Positive
WOOF,0.557834101,Positive
WOR,0.482402235,Negative
WOW,0.566129032,Positive
WPRT,0.48902439,Negative
WRAP,0.525816993,Positive
WRB,0.430612245,Negative
WRBY,0.502071006,Positive
WRE,0.47967033,Negative
WRK,0.53590604,Positive
WRLD,0.45794702,Negative
WSBC,0.530952381,Positive
WSC,0.562280702,Positive
WSFS,0.554494382,Positive
WSO,0.551554404,Positive
WSR,0.550900901,Positive
WST,0.497133758,Negative
WSTG,0.484254144,Negative
WT,0.560377358,Positive
WTBA,0.55,Positive
WTER,0.594700461,Positive
WTFC,0.519346734,Positive
WTI,0.502791878,Positive
WTRG,0.557894737,Positive
WTRH,0.366312057,Negative
WTS,0.533597884,Positive
WTTR,0.560614525,Positive
WTW,0.560377358,Positive
WU,0.560179641,Positive
WULF,0.486158192,Negative
WVE,0.565151515,Positive
WW,0.500515464,Positive
WWD,0.470359281,Negative
WWE,0.562280702,Positive
WWW,0.519791667,Positive
WY,0.458823529,Negative
WYNN,0.560714286,Positive
X,0.552912621,Positive
XAIR,0.430346821,Negative
XEL,0.588461538,Positive
XELA,0.388219895,Negative
XELB,0.54375,Positive
XENE,0.546551724,Positive
XERS,0.584210526,Positive
XFLT,0.432608696,Negative
XFOR,0.484394904,Negative
XGN,0.533040936,Positive
XHR,0.549470899,Positive
XL,0.494720497,Negative
XM,0.48,Negative
XMTR,0.499246231,Negative
XNCR,0.414102564,Negative
XNET,0.456122449,Negative
XOM,0.493023256,Negative
XOS,0.532022472,Positive
XP,0.442134831,Negative
XPEL,0.457291667,Negative
XPER,0.559090909,Positive
XPO,0.541566265,Positive
XPOF,0.565151515,Positive
XPRO,0.573076923,Positive
XRAY,0.547142857,Positive
XRX,0.474390244,Negative
XSPA,0.515921788,Positive
XXII,0.492767296,Negative
XYF,0.406097561,Negative
XYL,0.55,Positive
YALA,0.614912281,Positive
YELL,0.538888889,Positive
YELP,0.581937173,Positive
YETI,0.525,Positive
YEXT,0.531443299,Positive
YI,0.535964912,Positive
YJ,0.52195122,Positive
YMAB,0.500574713,Positive
YMM,0.536904762,Positive
YOU,0.591176471,Positive
YPF,0.482298137,Negative
YQ,0.441411043,Negative
YRD,0.589086294,Positive
YSG,0.423480663,Negative
YTEN,0.555063291,Positive
YUM,0.526470588,Positive
YY,0.540909091,Positive
Z,0.563793103,Positive
ZBH,0.56509434,Positive
ZBRA,0.525739645,Positive
ZD,0.53172043,Positive
ZEAL,0.51875,Positive
ZEN,0.569786096,Positive
ZENV,0.456122449,Negative
ZEPP,0.427777778,Negative
ZEUS,0.539705882,Positive
ZFOX,0.429661017,Negative
ZGN,0.562568306,Positive
ZH,0.601219512,Positive
ZI,0.546039604,Positive
ZIM,0.496715328,Negative
ZIMV,0.49180791,Negative
ZION,0.487696335,Negative
ZIP,0.594055944,Positive
ZLAB,0.491530055,Negative
ZS,0.501851852,Positive
ZTS,0.515284974,Positive
ZUMZ,0.438571429,Negative
ZVO,0.477338129,Negative
ZY,0.539705882,Positive
ZYME,0.502348993,Positive
ZYXI,0.512275449,Positive
